taxon;plot_ID;genus;species;cover;height;author;remark
Pulsatilla alpina subsp. apiifolia;1-5-B-C;pul;alp;1a;24;SD;
Hieracium pilosella agg.;1-5-B-C;hie;pil;1a;2;SD;
Helianthemum nummularium subsp. grandiflorum;1-5-B-C;hel;num;1b;4;SD;
Potentilla grandiflora;1-5-B-C;pot;gra;1b;8;SD;
Erigeron alpinus;1-5-B-C;eri;alp;1a;4;SD;
Scabiosa columbaria;1-5-B-C;sca;col;1b;4;SD;
Carlina acaulis subsp. acaulis;1-5-B-C;car;aca;2b;12;SD;
Lotus corniculatus;1-5-B-C;lot;cor;+;3;SD;
Viola canina;1-5-B-C;vio;can;+;10;SD;
Campanula barbata subsp. barbata;1-5-B-C;cam;bar;+;4;SD;
Laserpitium halleri;1-5-B-C;las;hal;+;3;SD;
Trifolium pratense subsp. pratense;1-5-B-C;tri;pra;+;10;SD;
Nardus stricta;1-5-B-C;nar;str;+;7;SD;
Silene nutans subsp. nutans;1-5-B-C;sil;nut;1a;4;SD;
Thymus praecox subsp. polytrichus;1-5-B-C;thy;pra;1b;3;SD;
Nardus stricta;1-3-B-M;nar;str;2a;5;SD;
Carex sempervirens;1-3-B-M;car;sem;1a;3;SD;
Achillea millefolium;1-3-B-M;ach;mil;+;2;SD;
Solidago virgaurea subsp. minuta;1-3-B-M;sol;vir;+;1;SD;
Potentilla erecta;1-3-B-M;pot;ere;1a;3;SD;
Agrostis tenuis;1-3-B-M;agr;ten;+;3;SD;
Scorzoneroides helvetica;1-3-B-M;sco;hel;+;2;SD;
Vaccinium vitis-idaea;1-3-B-M;vac;vit;1a;3;SD;
Pedicularis tuberosa;1-3-B-M;ped;tub;+;2;SD;
Viola canina;1-3-B-M;vio;can;+;2;SD;
Potentilla grandiflora;1-3-B-M;pot;gra;1a;2;SD;
Laserpitium halleri;1-3-B-M;las;hal;+;2;SD;
Vaccinium myrtillus;1-3-B-M;vac;myr;+;2;SD;
Briza media;1-3-B-M;bri;med;+;2;SD;
Nardus stricta;1-3-B-C;nar;str;2b;12;SD;
Agrostis tenuis;1-3-B-C;agr;ten;1a;8;SD;
Laserpitium halleri;1-3-B-C;las;hal;2a;20;SD;
Calluna vulgaris;1-3-B-C;cal;vul;2a;12;SD;
Carlina acaulis subsp. acaulis;1-3-B-C;car;aca;2b;18;SD;
Vaccinium vitis-idaea;1-3-B-C;vac;vit;2b;12;SD;
Vaccinium myrtillus;1-3-B-C;vac;myr;3;15;SD;
Trifolium montanum;1-3-B-C;tri;mon;1a;14;SD;orig as T alpestris
Briza media;1-3-B-C;bri;med;1a;12;SD;
Arnica montana;1-3-B-C;arn;mon;3;10;SD;
Potentilla erecta;1-3-B-C;pot;ere;2a;10;SD;
Potentilla grandiflora;1-3-B-C;pot;gra;1a;10;SD;
Avenula pubescens;1-3-B-C;ave;pub;+;11;SD;
Alchemilla vulgaris agg.;1-3-B-C;alc;vul;1a;8;SD;
Galium anisophyllon;1-3-B-C;gal;ani;+;10;SD;
Carex sempervirens;1-3-B-C;car;sem;1b;14;SD;
Mutellina adonidifolia;1-3-B-C;mut;ado;+;10;SD;
Solidago virgaurea subsp. minuta;1-3-B-C;sol;vir;+;5;SD;
Danthonia decumbens;1-3-B-C;dan;dec;+;10;SD;
Nardus stricta;1-3-A-M;nar;str;2b;5;SD;
Carex sempervirens;1-3-A-M;car;sem;2a;2;SD;
Festuca nigrescens;1-3-A-M;fes;nig1;2a;2;SD;
Danthonia decumbens;1-3-A-M;dan;dec;+;2;SD;
Laserpitium halleri;1-3-A-M;las;hal;1a;2;SD;
Vaccinium gaultherioides;1-3-A-M;vac;gau;15;5;SD;
Arnica montana;1-3-A-M;arn;mon;2b;1;SD;
Potentilla erecta;1-3-A-M;pot;ere;1a;2;SD;
Calluna vulgaris;1-3-A-M;cal;vul;+;2;SD;
Trifolium pratense subsp. pratense;1-3-A-M;tri;pra;+;2;SD;
Avenula versicolor;3-4-B-M;ave;ver;1;5;KC;
Soldanella pusilla;3-4-B-M;sol;pus;2a;2;KC;
Leucanthemopsis alpina;3-4-B-M;leu;alp;1;1;KC;
Scorzoneroides helvetica;3-4-B-M;sco;hel;2a;1;KC;
Salix herbacea;3-4-B-M;sal;her;2a;2;KC;
Luzula alpino-pilosa;3-4-B-M;luz;alp1;2a;6;KC;
Anthoxanthum alpinum;3-4-B-M;ant;alp;+;7;KC;
Persicaria vivipara;3-4-B-M;per;viv;+;1;KC;
Oreochloa disticha;3-4-B-M;ore;dis;+;3;KC;
Agrostis rupestris;3-4-B-M;agr;rup;1;2;KC;
Loiseleuria procumbens;3-4-B-M;loi;pro;+;1;KC;
Phyteuma hemisphaericum;3-4-B-M;phy;hem;1;3;KC;
Homogyne alpina;3-4-B-M;hom;alp;+;1;KC;
Huperzia selago;3-4-B-M;hup;sel;+;1;KC;
Euphrasia minima;3-4-B-M;eup;min;+;5;KC;
Mutellina adonidifolia;3-4-B-M;mut;ado;r;1;KC;
Primula glutinosa;3-4-B-M;pri;glu;r;2;KC;
Agrostis rupestris;3-4-B-C;agr;rup;1;5;KC;
Scorzoneroides helvetica;3-4-B-C;sco;hel;2a;1;KC;
Soldanella pusilla;3-4-B-C;sol;pus;2a;1;KC;
Euphrasia minima;3-4-B-C;eup;min;+;3;KC;
Leucanthemopsis alpina;3-4-B-C;leu;alp;2a;2;KC;
Persicaria vivipara;3-4-B-C;per;viv;1;1;KC;
Salix helvetica;3-4-B-C;sal;hel;2a;2;KC;
Primula glutinosa;3-4-B-C;pri;glu;+;3;KC;
Loiseleuria procumbens;3-4-B-C;loi;pro;1;2;KC;
Avenula versicolor;3-4-B-C;ave;ver;2a;7;KC;
Oreochloa disticha;3-4-B-C;ore;dis;+;4;KC;
Phyteuma hemisphaericum;3-4-B-C;phy;hem;+;3;KC;
Luzula alpino-pilosa;3-4-B-C;luz;alp1;+;7;KC;
Homogyne alpina;3-4-B-C;hom;alp;r;1;KC;
Salix herbacea;3-4-A-M;sal;her;2a;2;KC;
Scorzoneroides helvetica;3-4-A-M;sco;hel;2a;1;KC;
Leucanthemopsis alpina;3-4-A-M;leu;alp;1;1;KC;
Persicaria vivipara;3-4-A-M;per;viv;+;1;KC;
Luzula alpino-pilosa;3-4-A-M;luz;alp1;1;3;KC;
Oreochloa disticha;3-4-A-M;ore;dis;1;3;KC;
Agrostis rupestris;3-4-A-M;agr;rup;+;2;KC;
Soldanella pusilla;3-4-A-M;sol;pus;1;1;KC;
Phyteuma hemisphaericum;3-4-A-M;phy;hem;+;2;KC;
Avenula versicolor;3-4-A-M;ave;ver;1;2;KC;
Euphrasia minima;3-4-A-M;eup;min;r;2;KC;
Leucanthemopsis alpina;3-4-A-C;leu;alp;2a;4;KC;
Avenula versicolor;3-4-A-C;ave;ver;2a;7;KC;
Euphrasia minima;3-4-A-C;eup;min;+;4;KC;
Salix herbacea;3-4-A-C;sal;her;1;2;KC;
Persicaria vivipara;3-4-A-C;per;viv;1;3;KC;
Scorzoneroides helvetica;3-4-A-C;sco;hel;2a;2;KC;
Loiseleuria procumbens;3-4-A-C;loi;pro;1;2;KC;
Agrostis rupestris;3-4-A-C;agr;rup;+;3;KC;
Oreochloa disticha;3-4-A-C;ore;dis;+;3;KC;
Soldanella pusilla;3-4-A-C;sol;pus;+;1;KC;
Rhododendron ferrugineum;3-4-A-C;rho;fer;r;4;KC;
Luzula alpino-pilosa;3-4-A-C;luz;alp1;1;4;KC;
Anthoxanthum alpinum;3-4-A-C;ant;alp;+;4;KC;
Phyteuma hemisphaericum;3-4-A-C;phy;hem;+;3;KC;
Poa alpina;3-4-A-C;poa;alp;r;4;KC;
Loiseleuria procumbens;3-5-A-C;loi;pro;4;2;KC;
Carex curvula subsp. curvula;3-5-A-C;car;cur;1;14;KC;
Euphrasia minima;3-5-A-C;eup;min;+;4;KC;
Persicaria vivipara;3-5-A-C;per;viv;1;2;KC;
Primula glutinosa;3-5-A-C;pri;glu;+;2;KC;
Luzula lutea;3-5-A-C;luz;lut;+;3;KC;
Salix herbacea;3-5-A-C;sal;her;+;2;KC;
Scorzoneroides helvetica;3-5-A-C;sco;hel;+;1;KC;
Vaccinium gaultherioides;3-5-A-C;vac;gau;2a;7;KC;
Leucanthemopsis alpina;3-5-A-C;leu;alp;+;3;KC;
Avenula versicolor;3-5-A-C;ave;ver;+;5;KC;
Hieracium pilosella agg.;3-5-A-C;hie;pil;+;1;KC;
Agrostis rupestris;3-5-A-C;agr;rup;+;3;KC;
Phyteuma hemisphaericum;3-5-A-C;phy;hem;+;2;KC;
Vaccinium gaultherioides;3-5-A-M;vac;gau;2a;3;KC;
Loiseleuria procumbens;3-5-A-M;loi;pro;1;2;KC;
Luzula lutea;3-5-A-M;luz;lut;+;2;KC;
Avenula versicolor;3-5-A-M;ave;ver;+;2;KC;
Oreochloa disticha;3-5-A-M;ore;dis;+;3;KC;
Salix herbacea;3-5-A-M;sal;her;+;2;KC;
Phyteuma hemisphaericum;3-5-A-M;phy;hem;+;2;KC;
Primula glutinosa;3-5-A-M;pri;glu;+;2;KC;
Leucanthemopsis alpina;3-5-A-M;leu;alp;+;2;KC;
Euphrasia minima;3-5-A-M;eup;min;+;3;KC;
Persicaria vivipara;3-5-A-M;per;viv;+;1;KC;
Scorzoneroides helvetica;3-5-A-M;sco;hel;+;3;KC;
Loiseleuria procumbens;3-5-B-C;loi;pro;4;2;KC;
Vaccinium gaultherioides;3-5-B-C;vac;gau;3;6;KC;
Luzula lutea;3-5-B-C;luz;lut;2a;6;KC;
Salix herbacea;3-5-B-C;sal;her;1;2;KC;
Primula glutinosa;3-5-B-C;pri;glu;1;2;KC;
Scorzoneroides helvetica;3-5-B-C;sco;hel;+;2;KC;
Hieracium pilosella agg.;3-5-B-C;hie;pil;+;2;KC;
Leucanthemopsis alpina;3-5-B-C;leu;alp;+;2;KC;
Avenula versicolor;3-5-B-C;ave;ver;+;8;KC;
Euphrasia minima;3-5-B-C;eup;min;+;3;KC;
Phyteuma hemisphaericum;3-5-B-C;phy;hem;+;3;KC;
Persicaria vivipara;3-5-B-C;per;viv;+;2;KC;
Oreochloa disticha;3-5-B-C;ore;dis;+;3;KC;
Carex curvula subsp. curvula;3-5-B-C;car;cur;+;3;KC;
Loiseleuria procumbens;3-5-B-M;loi;pro;2b;2;KC;
Vaccinium gaultherioides;3-5-B-M;vac;gau;2a;2;KC;
Hieracium pilosella agg.;3-5-B-M;hie;pil;+;1;KC;
Salix herbacea;3-5-B-M;sal;her;+;2;KC;
Leucanthemopsis alpina;3-5-B-M;leu;alp;1;2;KC;
Luzula lutea;3-5-B-M;luz;lut;+;1;KC;
Avenula versicolor;3-5-B-M;ave;ver;+;4;KC;
Scorzoneroides helvetica;3-5-B-M;sco;hel;+;2;KC;
Euphrasia minima;3-5-B-M;eup;min;+;4;KC;
Oreochloa disticha;3-5-B-M;ore;dis;+;3;KC;
Persicaria vivipara;3-5-B-M;per;viv;+;2;KC;
Phyteuma hemisphaericum;3-5-B-M;phy;hem;+;3;KC;
Deschampsia cespitosa subsp. cespitosa;3-3-A-C;des;ces;4;25;KC;
Luzula alpino-pilosa;3-3-A-C;luz;alp1;3;29;KC;
Soldanella pusilla;3-3-A-C;sol;pus;2b;3;KC;
Epilobium anagallidifolium;3-3-A-C;epi;ana;r;4;KC;
Mutellina adonidifolia;3-3-A-C;mut;ado;2a;12;KC;
Scorzoneroides helvetica;3-3-A-C;sco;hel;+;2;KC;
Arenaria biflora;3-3-A-C;are;bif;r;1;KC;
Deschampsia cespitosa subsp. cespitosa;3-3-A-M;des;ces;3;9;KC;
Luzula alpino-pilosa;3-3-A-M;luz;alp1;2b;8;KC;
Soldanella pusilla;3-3-A-M;sol;pus;2a;3;KC;
Arenaria biflora;3-3-A-M;are;bif;+;1;KC;
Anthoxanthum alpinum;3-3-A-M;ant;alp;+;13;KC;
Scorzoneroides helvetica;3-3-A-M;sco;hel;+;3;KC;
Deschampsia cespitosa subsp. cespitosa;3-3-B-C;des;ces;3;22;KC;
Luzula alpino-pilosa;3-3-B-C;luz;alp1;4;25;KC;
Mutellina adonidifolia;3-3-B-C;mut;ado;2a;9;KC;
Scorzoneroides helvetica;3-3-B-C;sco;hel;+;3;KC;
Soldanella pusilla;3-3-B-C;sol;pus;+;3;KC;
Campanula scheuchzeri;3-3-B-C;cam;sch;+;4;KC;
Deschampsia cespitosa subsp. cespitosa;3-3-B-M;des;ces;2b;8;KC;
Scorzoneroides helvetica;3-3-B-M;sco;hel;+;2;KC;
Soldanella pusilla;3-3-B-M;sol;pus;2a;2;KC;
Arenaria biflora;3-3-B-M;are;bif;+;1;KC;
Luzula alpino-pilosa;3-3-B-M;luz;alp1;3;6;KC;
Mutellina adonidifolia;3-3-B-M;mut;ado;+;6;KC;
Campanula scheuchzeri;3-3-B-M;cam;sch;2a;2;KC;
Epilobium anagallidifolium;3-3-B-M;epi;ana;+;2;KC;
Cardamine alpina;3-3-B-M;car;alp;+;3;KC;
Deschampsia cespitosa subsp. cespitosa;3-2-B-C;des;ces;2a;15;KC;
Poa alpina;3-2-B-C;poa;alp;+;7;KC;
Scorzoneroides helvetica;3-2-B-C;sco;hel;2a;2;KC;
Festuca nigrescens;3-2-B-C;fes;nig1;+;10;KC;
Mutellina adonidifolia;3-2-B-C;mut;ado;+;14;KC;
Luzula alpino-pilosa;3-2-B-C;luz;alp1;3;27;KC;
Anthoxanthum alpinum;3-2-B-C;ant;alp;2a;20;KC;
Cardamine resedifolia;3-2-B-C;car;res;+;2;KC;
Phyteuma hemisphaericum;3-2-B-C;phy;hem;+;3;KC;
Gnaphalium supinum;3-2-B-C;gna;sup;r;1;KC;
Arenaria biflora;3-2-B-C;are;bif;+;1;KC;
Campanula scheuchzeri;3-2-B-C;cam;sch;+;2;KC;
Leucanthemopsis alpina;3-2-B-C;leu;alp;+;2;KC;
Soldanella pusilla;3-2-B-C;sol;pus;1;2;KC;
Euphrasia minima;3-2-B-C;eup;min;+;3;KC;
Carex curvula subsp. curvula;3-2-B-C;car;cur;+;14;KC;
Deschampsia cespitosa subsp. cespitosa;3-2-B-M;des;ces;2a;6;KC;
Scorzoneroides helvetica;3-2-B-M;sco;hel;1;2;KC;
Soldanella pusilla;3-2-B-M;sol;pus;+;2;KC;
Poa alpina;3-2-B-M;poa;alp;+;4;KC;
Cardamine resedifolia;3-2-B-M;car;res;+;2;KC;
Leucanthemopsis alpina;3-2-B-M;leu;alp;+;2;KC;
Festuca nigrescens;3-2-B-M;fes;nig1;+;6;KC;
Luzula alpino-pilosa;3-2-B-M;luz;alp1;2b;9;KC;
Campanula scheuchzeri;3-2-B-M;cam;sch;+;2;KC;
Oreochloa disticha;3-2-B-M;ore;dis;+;4;KC;
Euphrasia minima;3-2-B-M;eup;min;+;3;KC;
Anthoxanthum alpinum;3-2-B-M;ant;alp;1;6;KC;
Mutellina adonidifolia;3-2-A-C;mut;ado;2a;9;KC;
Poa alpina;3-2-A-C;poa;alp;1;12;KC;
Scorzoneroides helvetica;3-2-A-C;sco;hel;2a;3;KC;
Soldanella pusilla;3-2-A-C;sol;pus;1;2;KC;
Euphrasia minima;3-2-A-C;eup;min;+;3;KC;
Deschampsia cespitosa subsp. cespitosa;3-2-A-C;des;ces;3;14;KC;
Luzula alpino-pilosa;3-2-A-C;luz;alp1;2b;19;KC;
Silene vulgaris;3-2-A-C;sil;vul;1;9;KC;
Arenaria biflora;3-2-A-C;are;bif;+;1;KC;
Carex curvula subsp. curvula;3-2-A-C;car;cur;+;4;KC;
Veronica alpina;3-2-A-C;ver;alp;+;4;KC;
Deschampsia cespitosa subsp. cespitosa;3-2-A-M;des;ces;2a;4;KC;
Poa alpina;3-2-A-M;poa;alp;+;4;KC;
Scorzoneroides helvetica;3-2-A-M;sco;hel;2a;2;KC;
Soldanella pusilla;3-2-A-M;sol;pus;1;1;KC;
Mutellina adonidifolia;3-2-A-M;mut;ado;+;3;KC;
Luzula alpino-pilosa;3-2-A-M;luz;alp1;3;7;KC;
Leucanthemopsis alpina;3-2-A-M;leu;alp;+;1;KC;
Gnaphalium supinum;3-2-A-M;gna;sup;r;1;KC;
Avenula versicolor;3-1-A-C;ave;ver;2b;6;KC;
Luzula alpino-pilosa;3-1-A-C;luz;alp1;1;6;KC;
Empetrum hermaphroditum;3-1-A-C;emp;her;+;2;KC;
Salix herbacea;3-1-A-C;sal;her;2a;3;KC;
Scorzoneroides helvetica;3-1-A-C;sco;hel;1;2;KC;
Leucanthemopsis alpina;3-1-A-C;leu;alp;1;2;KC;
Euphrasia minima;3-1-A-C;eup;min;+;8;KC;
Agrostis rupestris;3-1-A-C;agr;rup;1;4;KC;
Oreochloa disticha;3-1-A-C;ore;dis;+;6;KC;
Loiseleuria procumbens;3-1-A-C;loi;pro;1;1;KC;
Primula glutinosa;3-1-A-C;pri;glu;+;2;KC;
Soldanella pusilla;3-1-A-C;sol;pus;+;2;KC;
Persicaria vivipara;3-1-A-C;per;viv;+;3;KC;
Vaccinium gaultherioides;3-1-A-C;vac;gau;+;2;KC;
Poa alpina;3-1-A-C;poa;alp;+;3;KC;
Carex curvula subsp. curvula;3-1-A-C;car;cur;+;8;KC;
Scorzoneroides helvetica;3-1-A-M;sco;hel;2a;1;KC;
Avenula versicolor;3-1-A-M;ave;ver;2a;3;KC;
Oreochloa disticha;3-1-A-M;ore;dis;+;4;KC;
Agrostis rupestris;3-1-A-M;agr;rup;1;3;KC;
Phyteuma hemisphaericum;3-1-A-M;phy;hem;+;2;KC;
Soldanella pusilla;3-1-A-M;sol;pus;1;+;KC;
Leucanthemopsis alpina;3-1-A-M;leu;alp;2a;2;KC;
Salix herbacea;3-1-A-M;sal;her;+;2;KC;
Persicaria vivipara;3-1-A-M;per;viv;+;2;KC;
Luzula alpino-pilosa;3-1-A-M;luz;alp1;1;6;KC;
Pedicularis kerneri;3-1-A-M;ped;ker;+;2;KC;
Primula glutinosa;3-1-A-M;pri;glu;+;2;KC;
Hieracium sp.;3-1-A-M;hie;spe;+;2;KC;
Loiseleuria procumbens;3-1-B-C;loi;pro;2a;1;KC;
Pedicularis kerneri;3-1-B-C;ped;ker;1;3;KC;
Salix herbacea;3-1-B-C;sal;her;2b;3;KC;
Avenula versicolor;3-1-B-C;ave;ver;2b;6;KC;
Agrostis rupestris;3-1-B-C;agr;rup;1;4;KC;
Phyteuma hemisphaericum;3-1-B-C;phy;hem;+;3;KC;
Scorzoneroides helvetica;3-1-B-C;sco;hel;+;2;KC;
Persicaria vivipara;3-1-B-C;per;viv;+;2;KC;
Euphrasia minima;3-1-B-C;eup;min;1;2;KC;
Luzula alpino-pilosa;3-1-B-C;luz;alp1;+;4;KC;
Vaccinium gaultherioides;3-1-B-C;vac;gau;1;4;KC;
Oreochloa disticha;3-1-B-C;ore;dis;+;4;KC;
Primula glutinosa;3-1-B-C;pri;glu;+;2;KC;
Leucanthemopsis alpina;3-1-B-C;leu;alp;+;2;KC;
Soldanella pusilla;3-1-B-C;sol;pus;+;1;KC;
Avenula versicolor;3-1-B-M;ave;ver;2a;3;KC;
Agrostis rupestris;3-1-B-M;agr;rup;2a;2;KC;
Salix herbacea;3-1-B-M;sal;her;1;3;KC;
Scorzoneroides helvetica;3-1-B-M;sco;hel;1;2;KC;
Leucanthemopsis alpina;3-1-B-M;leu;alp;2a;1;KC;
Soldanella pusilla;3-1-B-M;sol;pus;1;1;KC;
Euphrasia minima;3-1-B-M;eup;min;+;3;KC;
Oreochloa disticha;3-1-B-M;ore;dis;1;3;KC;
Poa alpina;3-1-B-M;poa;alp;1;4;KC;
Persicaria vivipara;3-1-B-M;per;viv;+;2;KC;
Luzula alpino-pilosa;3-1-B-M;luz;alp1;+;4;KC;
Phyteuma hemisphaericum;3-1-B-M;phy;hem;+;3;KC;
Rhododendron ferrugineum;3-1-B-M;rho;fer;r;1;KC;
Carex curvula subsp. curvula;4-1-A-C;car;cur;2a;5;KC_MF;
Agrostis rupestris;4-1-A-C;agr;rup;2a;4;KC_MF;
Homogyne alpina;4-1-A-C;hom;alp;+;1;KC_MF;
Leucanthemopsis alpina;4-1-A-C;leu;alp;1;2;KC_MF;
Primula glutinosa;4-1-A-C;pri;glu;1;2;KC_MF;
Scorzoneroides helvetica;4-1-A-C;sco;hel;2a;1;KC_MF;
Phyteuma hemisphaericum;4-1-A-C;phy;hem;+;2;KC_MF;
Soldanella pusilla;4-1-A-C;sol;pus;2a;1;KC_MF;
Poa alpina;4-1-A-C;poa;alp;+;5;KC_MF;
Anthoxanthum alpinum;4-1-A-C;ant;alp;+;7;KC_MF;
Salix herbacea;4-1-A-C;sal;her;1;1;KC_MF;
Persicaria vivipara;4-1-A-C;per;viv;+;+;KC_MF;
Gnaphalium supinum;4-1-A-C;gna;sup;r;1;KC_MF;
Euphrasia minima;4-1-A-C;eup;min;+;4;KC_MF;
Avenula versicolor;4-1-A-M;ave;ver;+;5;KC_MF;
Carex curvula subsp. curvula;4-1-A-M;car;cur;3;3;KC_MF;
Primula glutinosa;4-1-A-M;pri;glu;1;1;KC_MF;
Leucanthemopsis alpina;4-1-A-M;leu;alp;1;2;KC_MF;
Phyteuma hemisphaericum;4-1-A-M;phy;hem;1;3;KC_MF;
Soldanella pusilla;4-1-A-M;sol;pus;1;1;KC_MF;
Scorzoneroides helvetica;4-1-A-M;sco;hel;2a;1;KC_MF;
Agrostis rupestris;4-1-A-M;agr;rup;1;4;KC_MF;
Salix herbacea;4-1-A-M;sal;her;+;1;KC_MF;
Euphrasia minima;4-1-A-M;eup;min;+;3;KC_MF;
Gnaphalium supinum;4-1-A-M;gna;sup;+;1;KC_MF;
Persicaria vivipara;4-1-A-M;per;viv;+;1;KC_MF;
Carex curvula subsp. curvula;4-1-B-C;car;cur;3;7;KC_MF;
Agrostis rupestris;4-1-B-C;agr;rup;2a;5;KC_MF;
Salix herbacea;4-1-B-C;sal;her;+;2;KC_MF;
Primula glutinosa;4-1-B-C;pri;glu;1;2;KC_MF;
Scorzoneroides helvetica;4-1-B-C;sco;hel;2a;2;KC_MF;
Persicaria vivipara;4-1-B-C;per;viv;+;2;KC_MF;
Homogyne alpina;4-1-B-C;hom;alp;1;1;KC_MF;
Soldanella pusilla;4-1-B-C;sol;pus;2b;1;KC_MF;
Leucanthemopsis alpina;4-1-B-C;leu;alp;1;2;KC_MF;
Phyteuma hemisphaericum;4-1-B-C;phy;hem;1;2;KC_MF;
Euphrasia minima;4-1-B-C;eup;min;+;4;KC_MF;
Gnaphalium supinum;4-1-B-C;gna;sup;r;1;KC_MF;
Carex curvula subsp. curvula;4-1-B-M;car;cur;3;4;KC_MF;
Agrostis rupestris;4-1-B-M;agr;rup;2a;3;KC_MF;
Gnaphalium supinum;4-1-B-M;gna;sup;+;1;KC_MF;
Leucanthemopsis alpina;4-1-B-M;leu;alp;1;1;KC_MF;
Persicaria vivipara;4-1-B-M;per;viv;+;2;KC_MF;
Phyteuma hemisphaericum;4-1-B-M;phy;hem;1;1;KC_MF;
Scorzoneroides helvetica;4-1-B-M;sco;hel;1;1;KC_MF;
Salix herbacea;4-1-B-M;sal;her;1;2;KC_MF;
Soldanella pusilla;4-1-B-M;sol;pus;1;1;KC_MF;
Euphrasia minima;4-1-B-M;eup;min;+;1;KC_MF;
Primula glutinosa;4-1-B-M;pri;glu;1;1;KC_MF;
Homogyne alpina;4-1-B-M;hom;alp;1;1;KC_MF;
Poa alpina;4-1-B-M;poa;alp;+;1;KC_MF;
Vaccinium vitis-idaea;4-2-A-C;vac;vit;1;3;KC_MF;
Homogyne alpina;4-2-A-C;hom;alp;2b;2;KC_MF;
Leucanthemopsis alpina;4-2-A-C;leu;alp;1;2;KC_MF;
Agrostis rupestris;4-2-A-C;agr;rup;2a;3;KC_MF;
Carex curvula subsp. curvula;4-2-A-C;car;cur;3;5;KC_MF;
Phyteuma hemisphaericum;4-2-A-C;phy;hem;+;2;KC_MF;
Avenula versicolor;4-2-A-C;ave;ver;2a;5;KC_MF;
Persicaria vivipara;4-2-A-C;per;viv;+;2;KC_MF;
Hieracium sp.;4-2-A-C;hie;spe;1;2;KC_MF;
Euphrasia minima;4-2-A-C;eup;min;r;2;KC_MF;
Loiseleuria procumbens;4-2-A-C;loi;pro;+;2;KC_MF;
Salix herbacea;4-2-A-C;sal;her;+;2;KC_MF;
Soldanella pusilla;4-2-A-C;sol;pus;+;1;KC_MF;
Primula glutinosa;4-2-A-M;pri;glu;+;2;KC_MF;
Carex curvula subsp. curvula;4-2-A-M;car;cur;2b;3;KC_MF;
Agrostis rupestris;4-2-A-M;agr;rup;1;3;KC_MF;
Hieracium sp.;4-2-A-M;hie;spe;+;2;KC_MF;
Persicaria vivipara;4-2-A-M;per;viv;+;1;KC_MF;
Salix herbacea;4-2-A-M;sal;her;2a;1;KC_MF;
Vaccinium vitis-idaea;4-2-A-M;vac;vit;1;1;KC_MF;
Leucanthemopsis alpina;4-2-A-M;leu;alp;+;1;KC_MF;
Phyteuma hemisphaericum;4-2-A-M;phy;hem;+;1;KC_MF;
Avenula versicolor;4-2-A-M;ave;ver;+;4;KC_MF;
Scorzoneroides helvetica;4-2-A-M;sco;hel;+;1;KC_MF;
Euphrasia minima;4-2-A-M;eup;min;+;4;KC_MF;
Oreochloa disticha;4-2-A-M;ore;dis;+;3;KC_MF;
Agrostis rupestris;4-2-B-C;agr;rup;2a;3;KC_MF;
Carex curvula subsp. curvula;4-2-B-C;car;cur;3;7;KC_MF;
Persicaria vivipara;4-2-B-C;per;viv;1;3;KC_MF;
Primula glutinosa;4-2-B-C;pri;glu;1;2;KC_MF;
Hieracium sp.;4-2-B-C;hie;spe;+;2;KC_MF;
Euphrasia minima;4-2-B-C;eup;min;+;3;KC_MF;
Vaccinium vitis-idaea;4-2-B-C;vac;vit;2a;3;KC_MF;
Avenula versicolor;4-2-B-C;ave;ver;2a;7;KC_MF;
Leucanthemopsis alpina;4-2-B-C;leu;alp;+;1;KC_MF;
Phyteuma hemisphaericum;4-2-B-C;phy;hem;+;2;KC_MF;
Salix herbacea;4-2-B-C;sal;her;1;2;KC_MF;
Scorzoneroides helvetica;4-2-B-C;sco;hel;+;1;KC_MF;
Carex curvula subsp. curvula;4-2-B-M;car;cur;3;3;KC_MF;
Homogyne alpina;4-2-B-M;hom;alp;2a;1;KC_MF;
Agrostis rupestris;4-2-B-M;agr;rup;2a;4;KC_MF;
Hieracium sp.;4-2-B-M;hie;spe;+;3;KC_MF;
Vaccinium vitis-idaea;4-2-B-M;vac;vit;1;3;KC_MF;
Avenula versicolor;4-2-B-M;ave;ver;+;3;KC_MF;
Phyteuma hemisphaericum;4-2-B-M;phy;hem;+;1;KC_MF;
Persicaria vivipara;4-2-B-M;per;viv;+;2;KC_MF;
Leucanthemopsis alpina;4-2-B-M;leu;alp;+;1;KC_MF;
Salix herbacea;4-2-B-M;sal;her;+;2;KC_MF;
Soldanella pusilla;4-2-B-M;sol;pus;+;1;KC_MF;
Luzula alpino-pilosa;4-4-A-C;luz;alp1;3;4;KC_MF;
Agrostis rupestris;4-4-A-C;agr;rup;1;4;KC_MF;
Euphrasia minima;4-4-A-C;eup;min;+;4;KC_MF;
Salix herbacea;4-4-A-C;sal;her;+;1;KC_MF;
Soldanella pusilla;4-4-A-C;sol;pus;3;1;KC_MF;
Carex curvula subsp. curvula;4-4-A-C;car;cur;1;6;KC_MF;
Leucanthemopsis alpina;4-4-A-C;leu;alp;1;1;KC_MF;
Gnaphalium supinum;4-4-A-C;gna;sup;+;1;KC_MF;
Arenaria biflora;4-4-A-C;are;bif;+;1;KC_MF;
Poa alpina;4-4-A-C;poa;alp;1;2;KC_MF;
Poa laxa;4-4-A-C;poa;lax;+;1;KC_MF;
Luzula alpino-pilosa;4-4-A-M;luz;alp1;2b;3;KC_MF;
